ID,OPERACION,MSGID,CODIGO,TIEMPOMQ,TIPO,TiempoTransaccion
3109,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07B566E,,8/05/2025 16:22,Resp,00:04
3110,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07B566E,,8/05/2025 16:22,Req,
3111,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07AE713,,8/05/2025 16:21,Resp,00:07
3112,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07AE713,,8/05/2025 16:21,Req,
3113,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07AC46C,0,8/05/2025 16:22,Resp,00:00
3114,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07AC46C,,8/05/2025 16:22,Req,
3115,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7E7F,0,8/05/2025 16:22,Resp,00:00
3116,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7E7F,,8/05/2025 16:22,Req,
3117,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7E21,,8/05/2025 16:21,Resp,00:06
3118,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7E21,,8/05/2025 16:21,Req,
3119,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7667,0,8/05/2025 16:22,Resp,00:00
3120,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7667,,8/05/2025 16:22,Req,
3121,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7662,,8/05/2025 16:22,Resp,00:07
3122,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A7662,,8/05/2025 16:22,Req,
3123,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07A5005,-22,8/05/2025 16:21,Resp,00:28
3124,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07A5005,,8/05/2025 16:20,Req,
3125,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07A33E4,,8/05/2025 16:23,Resp,00:09
3126,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A07A33E4,,8/05/2025 16:23,Req,
3127,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A337E,,8/05/2025 16:22,Resp,00:18
3128,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07A337E,,8/05/2025 16:22,Req,
3129,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A079C5DE,,8/05/2025 16:23,Resp,00:05
3130,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A079C5DE,,8/05/2025 16:23,Req,
3131,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A079ABD0,0,8/05/2025 16:23,Resp,00:01
3132,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A079ABD0,,8/05/2025 16:23,Req,
3133,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A079A820,,8/05/2025 16:21,Resp,00:19
3134,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A079A820,,8/05/2025 16:20,Req,
3135,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A079763A,,8/05/2025 16:21,Resp,00:06
3136,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A079763A,,8/05/2025 16:21,Req,
3137,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0795D14,,8/05/2025 16:20,Resp,00:13
3138,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0795D14,,8/05/2025 16:20,Req,
3139,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0795419,0,8/05/2025 16:20,Resp,00:00
3140,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0795419,,8/05/2025 16:20,Req,
3141,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0792F69,-22,8/05/2025 16:22,Resp,00:28
3142,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0792F69,,8/05/2025 16:21,Req,
3143,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A078E9CC,,8/05/2025 16:22,Resp,00:04
3144,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A078E9CC,,8/05/2025 16:22,Req,
3145,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A078DC28,,8/05/2025 16:20,Resp,00:05
3146,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A078DC28,,8/05/2025 16:20,Req,
3147,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A078578F,-22,8/05/2025 16:22,Resp,00:28
3148,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A078578F,,8/05/2025 16:21,Req,
3149,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0782BC8,0,8/05/2025 16:22,Resp,00:00
3150,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0782BC8,,8/05/2025 16:22,Req,
3151,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0782B95,,8/05/2025 16:21,Resp,00:09
3152,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0782B95,,8/05/2025 16:21,Req,
3153,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0782B3D,0,8/05/2025 16:20,Resp,00:00
3154,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0782B3D,,8/05/2025 16:20,Req,
3155,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0781281,0,8/05/2025 16:21,Resp,00:00
3156,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0781281,,8/05/2025 16:21,Req,
3157,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A077EFD7,,8/05/2025 16:22,Resp,00:05
3158,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A077EFD7,,8/05/2025 16:22,Req,
3159,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A077ECC1,,8/05/2025 16:22,Resp,00:05
3160,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A077ECC1,,8/05/2025 16:21,Req,
3161,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0778A32,,8/05/2025 16:20,Resp,00:11
3162,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0778A32,,8/05/2025 16:20,Req,
3163,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07776F1,,8/05/2025 16:22,Resp,00:05
3164,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07776F1,,8/05/2025 16:22,Req,
3165,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07776E3,0,8/05/2025 16:22,Resp,00:00
3166,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07776E3,,8/05/2025 16:22,Req,
3167,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0773912,0,8/05/2025 16:19,Resp,00:00
3168,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0773912,,8/05/2025 16:19,Req,
3169,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0772C14,0,8/05/2025 16:19,Resp,00:00
3170,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0772C14,,8/05/2025 16:19,Req,
3171,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0770B2F,,8/05/2025 16:20,Resp,00:17
3172,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0770B2F,,8/05/2025 16:19,Req,
3173,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A076F97D,0,8/05/2025 16:20,Resp,00:00
3174,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A076F97D,,8/05/2025 16:20,Req,
3175,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A076A740,0,8/05/2025 16:19,Resp,00:00
3176,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A076A740,,8/05/2025 16:19,Req,
3177,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A076A121,,8/05/2025 16:19,Resp,00:09
3178,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A076A121,,8/05/2025 16:19,Req,
3179,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A076691F,,8/05/2025 16:19,Resp,00:03
3180,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A076691F,,8/05/2025 16:19,Req,
3181,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07645DE,0,8/05/2025 16:21,Resp,00:00
3182,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07645DE,,8/05/2025 16:21,Req,
3183,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0761E7D,0,8/05/2025 16:20,Resp,00:00
3184,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0761E7D,,8/05/2025 16:20,Req,
3185,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A075F42F,0,8/05/2025 16:19,Resp,00:00
3186,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A075F42F,,8/05/2025 16:19,Req,
3187,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A075F2E8,,8/05/2025 16:21,Resp,00:17
3188,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A075F2E8,,8/05/2025 16:21,Req,
3189,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A075EABA,0,8/05/2025 16:20,Resp,00:00
3190,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A075EABA,,8/05/2025 16:20,Req,
3191,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A075BBB4,,8/05/2025 16:20,Resp,00:05
3192,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A075BBB4,,8/05/2025 16:20,Req,
3193,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0757523,,8/05/2025 16:18,Resp,00:02
3194,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0757523,,8/05/2025 16:18,Req,
3195,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07573A5,0,8/05/2025 16:20,Resp,00:00
3196,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07573A5,,8/05/2025 16:20,Req,
3197,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07553C2,0,8/05/2025 16:20,Resp,00:00
3198,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07553C2,,8/05/2025 16:20,Req,
3199,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0755385,0,8/05/2025 16:20,Resp,00:00
3200,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0755385,,8/05/2025 16:20,Req,
3201,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0752907,,8/05/2025 16:18,Resp,00:04
3202,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0752907,,8/05/2025 16:18,Req,
3203,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0751725,0,8/05/2025 16:18,Resp,00:00
3204,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0751725,,8/05/2025 16:18,Req,
3205,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074F591,,8/05/2025 16:20,Resp,00:23
3206,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074F591,,8/05/2025 16:20,Req,
3207,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074F4E6,,8/05/2025 16:21,Resp,00:05
3208,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074F4E6,,8/05/2025 16:21,Req,
3209,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074D7A6,,8/05/2025 16:20,Resp,00:10
3210,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074D7A6,,8/05/2025 16:20,Req,
3211,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074D21E,,8/05/2025 16:18,Resp,00:10
3212,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074D21E,,8/05/2025 16:18,Req,
3213,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074C396,,8/05/2025 16:20,Resp,00:08
3214,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074C396,,8/05/2025 16:20,Req,
3215,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074B224,0,8/05/2025 16:18,Resp,00:00
3216,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074B224,,8/05/2025 16:18,Req,
3217,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074B214,0,8/05/2025 16:18,Resp,00:00
3218,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074B214,,8/05/2025 16:18,Req,
3219,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074A62C,0,8/05/2025 16:18,Resp,00:00
3220,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074A62C,,8/05/2025 16:18,Req,
3221,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0747F6A,0,8/05/2025 16:19,Resp,00:00
3222,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0747F6A,,8/05/2025 16:19,Req,
3223,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0747430,,8/05/2025 16:18,Resp,00:06
3224,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0747430,,8/05/2025 16:18,Req,
3225,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074356A,0,8/05/2025 16:19,Resp,00:00
3226,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A074356A,,8/05/2025 16:19,Req,
3227,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0742F28,,8/05/2025 16:18,Resp,00:08
3228,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0742F28,,8/05/2025 16:18,Req,
3229,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074268E,,8/05/2025 16:19,Resp,00:05
3230,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A074268E,,8/05/2025 16:19,Req,
3231,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074152D,,8/05/2025 16:18,Resp,00:16
3232,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A074152D,,8/05/2025 16:18,Req,
3233,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A073F508,0,8/05/2025 16:18,Resp,00:00
3234,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A073F508,,8/05/2025 16:18,Req,
3235,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A073A61F,,8/05/2025 16:18,Resp,00:09
3236,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A073A61F,,8/05/2025 16:18,Req,
3237,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07364F5,0,8/05/2025 16:20,Resp,00:00
3238,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07364F5,,8/05/2025 16:20,Req,
3239,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A073646B,,8/05/2025 16:19,Resp,00:19
3240,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A073646B,,8/05/2025 16:18,Req,
3241,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731F5C,0,8/05/2025 16:18,Resp,00:00
3242,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731F5C,,8/05/2025 16:18,Req,
3243,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731D70,0,8/05/2025 16:18,Resp,00:00
3244,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731D70,,8/05/2025 16:18,Req,
3245,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07317F8,,8/05/2025 16:20,Resp,00:17
3246,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A07317F8,,8/05/2025 16:20,Req,
3247,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07314F0,0,8/05/2025 16:20,Resp,00:00
3248,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A07314F0,,8/05/2025 16:20,Req,
3249,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731487,0,8/05/2025 16:19,Resp,00:00
3250,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0731487,,8/05/2025 16:19,Req,
3251,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0729D66,0,8/05/2025 16:18,Resp,00:00
3252,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0729D66,,8/05/2025 16:18,Req,
3253,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A071BA91,0,8/05/2025 16:18,Resp,00:00
3254,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A071BA91,,8/05/2025 16:18,Req,
3255,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0708A7D,,8/05/2025 16:18,Resp,00:12
3256,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0708A7D,,8/05/2025 16:18,Req,
3257,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0707FA6,,8/05/2025 16:19,Resp,00:04
3258,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A0707FA6,,8/05/2025 16:19,Req,
3259,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0706797,,8/05/2025 16:18,Resp,00:03
3260,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A0706797,,8/05/2025 16:18,Req,
3261,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0704D7A,0,8/05/2025 16:18,Resp,00:01
3262,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A0704D7A,,8/05/2025 16:18,Req,
3263,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F87D6,0,8/05/2025 16:19,Resp,00:01
3264,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F87D6,,8/05/2025 16:19,Req,
3265,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F871A,0,8/05/2025 16:17,Resp,00:00
3266,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F871A,,8/05/2025 16:17,Req,
3267,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06F5388,,8/05/2025 16:18,Resp,00:04
3268,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06F5388,,8/05/2025 16:18,Req,
3269,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06F532A,,8/05/2025 16:17,Resp,00:15
3270,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06F532A,,8/05/2025 16:17,Req,
3271,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F4D62,0,8/05/2025 16:18,Resp,00:00
3272,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06F4D62,,8/05/2025 16:18,Req,
3273,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06F4D24,,8/05/2025 16:17,Resp,00:06
3274,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06F4D24,,8/05/2025 16:17,Req,
3275,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06EE5FE,,8/05/2025 16:19,Resp,00:05
3276,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06EE5FE,,8/05/2025 16:19,Req,
3277,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06EABAA,,8/05/2025 16:18,Resp,00:04
3278,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06EABAA,,8/05/2025 16:18,Req,
3279,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06E8322,0,8/05/2025 16:16,Resp,00:00
3280,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06E8322,,8/05/2025 16:16,Req,
3281,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06E5227,,8/05/2025 16:16,Resp,00:05
3282,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06E5227,,8/05/2025 16:16,Req,
3283,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06E080C,0,8/05/2025 16:16,Resp,00:00
3284,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06E080C,,8/05/2025 16:16,Req,
3285,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DF48D,,8/05/2025 16:18,Resp,00:09
3286,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DF48D,,8/05/2025 16:17,Req,
3287,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DF459,,8/05/2025 16:17,Resp,00:27
3288,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DF459,,8/05/2025 16:17,Req,
3289,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DBCE0,,8/05/2025 16:18,Resp,00:02
3290,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06DBCE0,,8/05/2025 16:18,Req,
3291,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06D487B,,8/05/2025 16:17,Resp,00:28
3292,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06D487B,,8/05/2025 16:17,Req,
3293,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06D2DEE,0,8/05/2025 16:18,Resp,00:00
3294,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06D2DEE,,8/05/2025 16:18,Req,
3295,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06D2D25,,8/05/2025 16:16,Resp,00:07
3296,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06D2D25,,8/05/2025 16:16,Req,
3297,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06D119C,,8/05/2025 16:17,Resp,00:10
3298,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06D119C,,8/05/2025 16:17,Req,
3299,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06CFFD6,0,8/05/2025 16:18,Resp,00:00
3300,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06CFFD6,,8/05/2025 16:18,Req,
3301,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06CE04F,,8/05/2025 16:16,Resp,00:04
3302,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06CE04F,,8/05/2025 16:16,Req,
3303,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06CD854,,8/05/2025 16:16,Resp,00:11
3304,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06CD854,,8/05/2025 16:16,Req,
3305,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06CBB4D,0,8/05/2025 16:16,Resp,00:00
3306,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06CBB4D,,8/05/2025 16:16,Req,
3307,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8F72,,8/05/2025 16:16,Resp,00:02
3308,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8F72,,8/05/2025 16:16,Req,
3309,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8E5A,,8/05/2025 16:16,Resp,00:05
3310,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8E5A,,8/05/2025 16:16,Req,
3311,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8E54,,8/05/2025 16:16,Resp,00:04
3312,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED698A06C8E54,,8/05/2025 16:16,Req,
3313,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C7F62,,8/05/2025 16:16,Resp,00:08
3314,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C7F62,,8/05/2025 16:16,Req,
3315,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C53FA,0,8/05/2025 16:18,Resp,00:00
3316,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C53FA,,8/05/2025 16:18,Req,
3317,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4C16,-22,8/05/2025 16:16,Resp,00:28
3318,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4C16,,8/05/2025 16:15,Req,
3319,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4BA5,0,8/05/2025 16:17,Resp,00:05
3320,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4BA5,,8/05/2025 16:17,Req,
3321,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4B5E,0,8/05/2025 16:16,Resp,00:00
3322,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED698A06C4B5E,,8/05/2025 16:16,Req,
